company_code,report_period,risk_probability,risk_rank,risk_level
000673.SZ,20220331,0.8,1,A-极高
002168.SZ,20210331,0.8,2,A-极高
002316.SZ,20221231,0.8,3,A-极高
002770.SZ,20210331,0.8,4,A-极高
000040.SZ,20210331,0.7777777777777778,5,A-极高
000673.SZ,20210331,0.7777777777777778,6,A-极高
000673.SZ,20211231,0.7777777777777778,7,A-极高
000796.SZ,20230331,0.7777777777777778,8,A-极高
002005.SZ,20230331,0.7777777777777778,9,A-极高
002121.SZ,20210331,0.7777777777777778,10,A-极高
002121.SZ,20220331,0.7777777777777778,11,A-极高
002316.SZ,20220331,0.7777777777777778,12,A-极高
002316.SZ,20230331,0.7777777777777778,13,A-极高
002427.SZ,20220331,0.7777777777777778,14,A-极高
002586.SZ,20220331,0.7777777777777778,15,A-极高
002586.SZ,20240331,0.7777777777777778,16,A-极高
002808.SZ,20240331,0.7777777777777778,17,A-极高
002175.SZ,20210331,0.75,18,A-极高
002427.SZ,20210331,0.75,19,A-极高
002471.SZ,20230331,0.75,20,A-极高
002742.SZ,20221231,0.75,21,A-极高
002770.SZ,20220331,0.75,22,A-极高
000889.SZ,20220930,0.7058823529411765,23,A-极高
000908.SZ,20210331,0.7058823529411765,24,A-极高
000908.SZ,20230331,0.7058823529411765,25,A-极高
000918.SZ,20230331,0.7058823529411765,26,A-极高
002005.SZ,20210331,0.7058823529411765,27,A-极高
002146.SZ,20240331,0.7058823529411765,28,A-极高
002217.SZ,20240331,0.7058823529411765,29,A-极高
002316.SZ,20220630,0.7058823529411765,30,A-极高
002316.SZ,20220930,0.7058823529411765,31,A-极高
002329.SZ,20220331,0.7058823529411765,32,A-极高
002383.SZ,20210331,0.7058823529411765,33,A-极高
002427.SZ,20211231,0.7058823529411765,34,A-极高
002427.SZ,20221231,0.7058823529411765,35,A-极高
002427.SZ,20230331,0.7058823529411765,36,A-极高
002471.SZ,20210331,0.7058823529411765,37,A-极高
002485.SZ,20220331,0.7058823529411765,38,A-极高
002485.SZ,20221231,0.7058823529411765,39,A-极高
002517.SZ,20210331,0.7058823529411765,40,A-极高
002529.SZ,20210331,0.7058823529411765,41,A-极高
002586.SZ,20210331,0.7058823529411765,42,A-极高
002742.SZ,20241231,0.7058823529411765,43,A-极高
002808.SZ,20231231,0.7058823529411765,44,A-极高
000671.SZ,20230331,0.5,45,A-极高
000796.SZ,20221231,0.5,46,A-极高
000889.SZ,20240331,0.5,47,A-极高
000980.SZ,20220930,0.5,48,A-极高
002005.SZ,20210930,0.5,49,A-极高
002005.SZ,20221231,0.5,50,A-极高
002069.SZ,20210331,0.5,51,A-极高
002310.SZ,20240331,0.5,52,A-极高
002316.SZ,20211231,0.5,53,A-极高
002471.SZ,20220331,0.5,54,A-极高
002471.SZ,20221231,0.5,55,A-极高
002529.SZ,20210630,0.5,56,A-极高
002529.SZ,20230331,0.5,57,A-极高
002586.SZ,20210630,0.5,58,A-极高
002586.SZ,20211231,0.5,59,A-极高
002742.SZ,20230331,0.5,60,A-极高
002742.SZ,20240331,0.5,61,A-极高
002781.SZ,20220630,0.5,62,A-极高
600122.SH,20230331,0.5,63,A-极高
002781.SZ,20221231,0.4863302510019855,64,A-极高
002520.SZ,20240331,0.48550926207179207,65,A-极高
002586.SZ,20221231,0.4805507344504371,66,A-极高
002491.SZ,20240331,0.47890967678452095,67,A-极高
002528.SZ,20231231,0.4715285598253141,68,A-极高
000005.SZ,20220331,0.47058823529411764,69,A-极高
000038.SZ,20220331,0.47058823529411764,70,A-极高
000040.SZ,20220331,0.47058823529411764,71,A-极高
000502.SZ,20220331,0.47058823529411764,72,A-极高
000638.SZ,20220331,0.47058823529411764,73,A-极高
000638.SZ,20220930,0.47058823529411764,74,A-极高
000671.SZ,20221231,0.47058823529411764,75,A-极高
000679.SZ,20211231,0.47058823529411764,76,A-极高
000679.SZ,20220331,0.47058823529411764,77,A-极高
000908.SZ,20221231,0.47058823529411764,78,A-极高
000980.SZ,20210331,0.47058823529411764,79,A-极高
002005.SZ,20210630,0.47058823529411764,80,A-极高
002024.SZ,20230331,0.47058823529411764,81,A-极高
002146.SZ,20231231,0.47058823529411764,82,A-极高
002159.SZ,20230331,0.47058823529411764,83,A-极高
002175.SZ,20210630,0.47058823529411764,84,A-极高
002175.SZ,20210930,0.47058823529411764,85,A-极高
002175.SZ,20220331,0.47058823529411764,86,A-极高
002235.SZ,20210331,0.47058823529411764,87,A-极高
002471.SZ,20211231,0.47058823529411764,88,A-极高
